id,name,topicId
867,Spermiogenesis/Sperm Structure/Hormonal Regulation,716
868,Male Reproductive Duct System,716
869,Semen and Male Fertility,716
870,Ovary,716
909,Understanding Linkage,636
907,Chromosomal Basis of Inheritance: Further Considerations,636
873,Menstrual Cycle: Pre Ovulatory Phase,716
874,Menstrual Cycle: Luteal Phase,716
906,Chromosomal Basis of Inheritance: Introduction,636
905,Sex Linked Inheritance: Characteristics,636
904,Sex Linked Recessive Inheritance,636
903,Sex Linked Inheritance: Introduction,636
4349,Cyclic Quadrilaterals,5322
880,Fetal Development & Parturition,716
881,Introduction,717
882,Contraception: Natural Methods,717
4350,Introduction,6395
4351,Basic Constructions,6395
885,Medical Termination of Pregnancy,717
886,Sexually Transmitted Infections,717
901,Polygenic Inheritance & Pleiotropy,636
899,Dominance Deviation from Mendel: 2,636
898,Dominance Deviation from Mendel: 1,636
895,Dihybrid Cross Analysis,636
900,Epistasis,636
902,Conclusion,636
908,Linkage,636
911,Recombination Gene Mapping,636
912,Sex Determination,636
845,Asexual Reproduction,715
844,Artificial,715
843,Tissue Culture,715
842,Significance of Tissue Culture,715
833,Adrenal Cortex: Cortisol,714
871,Introduction to Menstrual Cycle: 1,716
890,Introduction to Genetics: 1,636
891,Introduction to Genetics: 2,636
892,Monohybrid Cross: 1,636
893,Monohybrid Cross: Further Understanding,636
894,Law of Segregation,636
896,Dihybrid Cross: General Consideration,636
883,Contraception: Barrier Methods & IUDs,717
879,Embryonic Development till Gastrulation,716
838,Gonadotropin & Gonadal Hormones,714
824,Hormones: General Consideration,714
944,Breeding  for Disease Resistance (OLD NCERT),638
541,Basis of Classification:I,706
942,Plant Breeding & Its Steps (OLD NCERT),638
954,Microbes in Sewage Treatment,720
120,"Compounds of Ca and Na -Preparations, Properties & Uses ",654
169,Dalton’s Law of Partial Pressure,660
927,Introduction,719
928,Typhoid Fever,719
929,Pneumonia & Related Questions,719
930,Common Cold & Malaria Introduction,719
931,Treatment & Life Cycle of Malaria,719
932,Amoebiasis,719
933,Ascariasis & Filariasis,719
934,Fungal Infection & Concept of Immunity,719
935,Details of Immunity,719
936,Active & Passive Immunity,719
937,Allergies & Autoimmunity,719
938,Human Immune System,719
939,AIDS,719
940,Cancer,719
941,Drugs & Alcohol Abuse,719
1013,Ecological Succession (OLD NCERT),642
172,Relative Lowering of Vapour Pressure,660
4352,Some Constructions of Triangles,6395
4353,Area of a Triangle - by Heron's Formula,6396
4354,Surface Area of a Right Circular Cone,6397
4355,Surface Area of a Sphere,6397
4356,Volume of a Right Circular Cone,6397
950,"Industrial Products, Beverages & Antibiotics",720
951,Chemistry of Fermented Beverages,720
952,Microbes in Household Products,720
953,"Chemicals, Enzymes & Other Bioactive Molecules",720
175,Osmosis & Osmotic Pressure,660
955,Microbes in Production of Biogas,720
956,Microbes in Biocontrol Agent,720
1004,Components & Types of Ecosystems,642
1001,"Population Interactions: Commensalism, Protocooperation & Mutualism",641
4357,Volume of a Sphere,6397
926,Sex Aneuploidy - Turner & Klinefelter Syndrome,636
925,Non - Disjunction & Aneuploidy,636
924,Additional Note on Thalassemia,636
923,Mendelian Disorders: Thalassemia,636
921,Mendelian Disorders ,636
920,Mendelian Disorders: Sickle Cell Anemia,636
919,Pedigree Analysis: More Examples,636
918,Pedigree Analysis: Problem Solving,636
968,Process of Biotech,639
917,Pedigree Analysis: Basics,636
972,Intro to Agri Applications,640
973,Bt Crops,640
974,Interference RNA Tech,640
975,Other GM Crops,640
976,Med Applications & Humulin,640
977,Gene Therapy,640
978,Vaccines,640
979,Molecular Diagnosis,640
980,Transgenic Microbes & Animals,640
981,Animal Cloning,640
982,Ethical Issues,640
983,Biowar,640
984,Introduction to Ecology,641
985,Introduction to the Chapter,641
4358,Graphical Representation of Data,5326
4359,Introduction,5327
4360,Probability-an Experimental Approach,5327
4361,Physical Nature of Matter,6472
990,Population Characters: Density,641
991,Population Characters: Natality & Mortality,641
992,Population Characters: Age Structure & Migration,641
993,Population Dynamic,641
994,Population: Exponential Growth Model,641
995,Population: Logistic Growth Model,641
996,Life History Variations,641
997,Population Interactions: Competition,641
998,Population Interactions: Predation,641
999,Population Interactions: Parasitism,641
1000,Population Interactions: Amensalism,641
1002,Population Interactions: Coevolution,641
1003,Introduction,642
161,Wastes & Its Management ,658
1005,Ecosystem Productivity,642
1006,Ecological Efficiencies,642
1007,Energy Flow,642
1008,Ecological Flow,642
1009,Ecological Pyramids,642
1010,Decomposition,642
1012,Community Character,642
916,Genic Balance Theory,636
1014,Introduction & Types,643
1015,Magnitude of Biodiversity,643
294,Projectile Motion,678
1016,Biodiversity Patterns,643
1017,Importance of Biodiversity,643
1018,Loss of Biodiversity,643
1019,In Situ Conservation of Biodiversity,643
1020,Ex Situ Conservation of Biodiversity,643
1021,Introduction to Pollution & Types,644
1022,Air Pollution,644
1988,Restriction Enzymes: Historical Background,639
1923,Obtaining Copy of Gene from Donor DNA ,639
1025,Solid Waste Pollution,644
1027,Green House Effect & Global Warming,644
1028,Ozone Layer Depletion,644
1625,Seed Dormancy (OLD NCERT),634
640,Element Analysis,628
646,Carbohydrates,628
493,Taxonomy 1: Nomenclature,622
509,Kingdom Protista: Introduction,623
690,Light Reaction: Photophosphorylation,632
738,Protein Energy Malnutrition,708
739,Respiratory System: Upper Respiratory Tract,709
1922,Selection of Recombinant Transformants,639
1428,"Lipids: Glycerolipids, Phospholipids & Glycerol",628
1394,Enzyme Cofactors,628
355,Basic Terms,687
1726,Photosynthesis Transpiration Compromise & Mineral Translocation,630
1397,Properties of Enzymes,628
1398,Mechanism of Enzymes,628
1399,Enzyme Introduction,628
1400,Introduction,628
1725,Pathways of Transport: Illustration,630
1427,Lipids: Fatty Acids,628
361,Second Law of Thermodynamics,687
1429,Different Amino Acids,628
1431,Introduction to Proteins,628
1432,Zwitter ion & Peptide Bond,628
1433,Structural Organisation of Proteins,628
1434,Carbohydrates: Introduction,628
1435,Carbohydrates: Glycosidic Bond & Disaccharide,628
1436,Carbohydrates: Starch & Glycogen,628
1437,"Carbohydrates: Cellulose, Chitin, Inulin & Agar",628
312,Gravitational Potential Energy,680
1461,Endomembrane System (Lysosomes),627
542,Basis of Classification:II,706
117,"Preparations, Properties & Uses of S Block Elements",654
1559,Application of Polymers,673
1526,Introduction,645
26,Empirical & Molecular Formula,645
178,Electrolytic & Electrochemical Cell,661
4362,Physical Nature of Matter - Matter is made up of particles,6472
177,Electrochemical Series,661
80,Thermodynamics' Properties and process,650
1890,Cloning Vector,639
311,Potential Energy: Relation with Force,680
47,Modern Periodic Table &  Periodicity ,647
1463,Endomembrane System (Endoplasmic Reticulum),627
599,Animal Tissue: Muscle Types & Skeletal Muscles,707
65,van der Waal Force & Hydrogen Bonding,648
846,Reproduction,715
1658,Somatic Hybridization,715
1659,Sexual Reproduction,715
1660,Events during Sexual reproduction,715
1691,Lichens,623
1724,Pathways of transport,630
1029,Resource Utilisation & Maintenance,644
4506,Animal Husbandry - Fish production,6442
1955,Mechanism of Absorption of Elements,631
2021,Role of other Organs in Excretion,711
60,M.O.T,648
115,Physical Properties ,654
148,Aromatic Hydrocarbons -  Reactions & Mechanism,657
2054,Disorders of Excretory System,711
1038,Types of Reaction,656
10,"Differentiation  between C-C,C=C, & Alkynes",7465
133,Nomenclature ,656
1430,Primary & Secondary Metabolites,628
2087,Mutation,636
825,Pituitary & Hypothalamus,714
1026,Agrochemical & Radioactive Waste,644
1460,Ribosome and Inclusion Bodies,627
1396,Enzyme Inhibition,628
922,Mendelian Disorders: Hemophilia,636
897,Dihybrid Cross: Details,636
762,"Atherosclerosis, Hypertension & Ventricular Fibrillation",710
241,Mechanism of Reactions,668
1493,Name Reaction,670
1052,Isomerism in Coordination Compounds,667
149,Gaseous Pollutants - Oxides of C & N,658
1395,Enzyme Inhibition: Introduction,628
735,Absorption: General Adaptations,708
1112,Hardy Weinberg Law: 2,718
76,Compressibility Factor,649
1094,Concept of Organic Evolution: Evidence: 2,718
887,Infertility: 1,717
1093,Concept of Organic Evolution: Evidence: 1,718
406,Combination of Resistors,693
75,Molecular Velocity,649
420,Current Carrying Loop: Force & Torque,694
573,Families of Flowering Plant: II,625
566,Flower & Parts of Flower: I,625
91,Introduction To Equilibrium,651
534,Classification of Pteridophytes: I,624
537,General Accounts of Gymnosperms: II,624
535,Classification of Pteridophytes: II,624
527,Chlorophyceae: Green Algae: III,624
410,Kirchoff's Voltage Law,693
526,Chlorophyceae: Green Algae: II,624
454,Prisms,699
525,Chlorophyceae: Green Algae: I,624
774,Concentration of Urine: I,711
775,Concentration of Urine: II,711
103,Oxidizing & Reducing Agents  ,652
1095,Concept of Organic Evolution: Evidence: 3,718
104,Balancing of Equations ,652
106,Emf  & Electrode Potential,652
107,Equivalent Weight ,652
167,Magnetic Behaviour of an Element/Compound,659
1067,DNA Replication: I,637
193,Batteries & Salt Bridge,661
1068,DNA Replication: II,637
34,Quantum Numbers & Schrodinger Wave Equation,646
1069,DNA Replication:III,637
44,Type of Spectra,646
1401,Double Helix : Watson & Crick Part 1,628
28,Photo Electric Effect,646
1402,Double Helix : Watson & Crick Part 2,628
228,"Introduction, Classification and Nomenclature",667
1238,ETS:1,633
1230,ETS:2,633
1118,Evolution Prior to Ape Man: 1,718
1119,Evolution Prior to Ape Man: 2,718
436,LR circuit,696
572,Families of Flowering Plant: I,625
4363,Physical Nature of Matter - How small are these particles of matter?,6472
4364,Characterstics of Particles of Matter,6472
875,Fertilization: Part 1,716
876,Fertilization: Part 2,716
4365,Characterstics of Particles of Matter - Particles of matter have space between them,6472
139,Aliphatic Hydrocarbon- Physical Properties,657
142,"Alkanes, Alkenes and Alkynes - Chemical Properties",657
145,"Aromatic Hydrocarbons - Nomenclature, Isomerism & Huckel's Rule ",657
771,Formation of Urine: Ultrafiltration 1,711
1035,Stereo Isomers,656
772,Formation of Urine: Ultrafiltration 2,711
258,Carbohydrates - Classification & D-L configuration,672
260,"α - Amino Acids, Peptide Bond, Proteins & Structure ",672
1076,Genetic Code: I,637
1077,Genetic Code: II,637
261,Denaturation of Proteins & Chemical Properties,672
262,"Vitamins, Hormones & Enzymes",672
216,Interhalogen Compounds,665
267,"Food - Preservatives, Artificial Sweeteners & Antioxidants",674
1078,Genetic Code: III,637
268,"Soaps & Detergents, Dyes & Propellant ",674
536,Gymnosperms: I,624
4502,Improvement in Crop Yields - Crop protection management,6442
966,Host & Desired DNA: I,639
256,Cyanides & Isocyanides,671
967,Host & Desired DNA: II,639
510,Kingdom Protista: Chrysophytes,623
877,Implantation :  Part 1,716
523,Classification System: II,624
878,Implantation :  Part 2,716
522,Classification System: I,624
958,Introduction & History: II,639
888,Infertility: 2,717
957,Introduction & History: I,639
889,Infertility: 3,717
750,Blood: General Description & RBC: Part 1,710
872,Introduction to Menstrual Cycle: 2,716
751,Blood: General Description & RBC: Part 2,710
463,Young's Double Slit Experiment,700
822,Intro to Hormones & Endocrine Glands: I,714
823,Intro to Hormones & Endocrine Glands: II,714
1239,Plant Water Relations: Reverse Osmosis & Water potential: 1,630
969,Large Scale Production: I,639
970,Large Scale Production: II,639
2137,Classification System,624
1233,Light Reactions :1,632
1234,Light Reactions :2,632
1236,Light Reactions :3,632
2130,Blood: general Description & RBC ,710
1131,Nitrogen Metabolism:2,631
1235,Nitrogen Metabolism:3,632
1088,Origin of Life: Chemical Evolution: 1,718
1089,Origin of Life: Chemical Evolution: 2,718
839,Pancreas: I,714
840,Pancreas: II,714
2126,Basic Anatomy of Human Eye (OLD NCERT),713
99,Solubility Product,651
2175,Introduction & History,639
4366,Characterstics of Particles of Matter - Particles of matter are continuously moving,6472
744,Respiratory System: Transport of Gases Part 1,709
745,Respiratory System: Transport of Gases Part 2,709
1064,Search for Genetic Material:I,637
1065,Search for Genetic Material: II,637
963,Selectable Markers: I,639
964,Selectable Markers: II,639
4503,Animal Husbandry,6442
1106,Sources of Variation: 1,718
1107,Sources of Variation: 2,718
1134,Stomata: 1,630
1135,Stomata: 2,630
1136,Stomata: 3,630
961,Tools: Vectors: I,639
1072,Transcription: I,637
1073,Transcription:II,637
1074,Transcription: III,637
1075,Transcription: IV,637
1023,Water Pollution: I,644
1024,Water Pollution: II,644
1133,Plant Water Relations: Water Potential: 2,630
2158,Formation of Urine: Ultrafiltration,711
2120,Absorption,708
2124,Axial Skeleton,712
2128,Basis of Classification,706
2132,Chlorophyceae: Green Algae,624
2135,Classification of Pteridophytes,624
2139,Concentration of Urine,711
2141,Concept of Organic Evolution: Evidence,718
2144,DNA Replication,637
2147,Double Helix : Watson & Crick,628
2149,ETS,633
2151,Evolution Prior to Ape Man,718
2153,Families of Flowering Plant,625
2155,Fertilization,716
2157,Flower & Parts of Flower,625
2160,Gymnosperms,624
2161,Genetic Code,637
2167,Host & Desired DNA,639
2169,Implantation ,716
2171,Infertility,717
2174,Introduction to Menstrual Cycle,716
2177,Intro to Hormones & Endocrine Glands,714
2179,Large Scale Production,639
2182,Light Reactions ,632
2185,Nitrogen metabolism,631
2186,Nitrogen Metabolism,631
2187,Nitrogen Metabolism,632
2188,Origin of Life,718
2190,Pancreas,714
2196,Respiratory System: Transport of Gases,709
2198,Search for Genetic Material,637
2200,Selectable Markers,639
2203,Sources of Variation,718
2205,Stomata,630
2208,Tools,639
2212,Transcription,637
2216,Water Pollution,644
699,Questions on Photorespiration,632
669,Solved Questions,630
693,Questions on Calvin Cycle,632
681,Questions,631
696,Question on C4 Pathway,632
2318,Age Pyramid,641
2351,Super Class Pisces & its General Characteristics ,706
1130,Nitrogen Metabolism: 1,631
2165,Hardy Weinberg Law,718
971,Large Scale Production: III,639
965,Selectable Markers: III,639
962,Tools: Vectors: II,639
960,Tools: Enzymes: II,639
959,Tools: Enzymes: I,639
568,Parts of Flower: III,625
567,Parts of Flower: II,625
71,Ideal Gas Law,649
2417,Pollen - Pistil Interaction,635
2450,Population Attributes,641
73,Graham's Law,649
74,Kinetic Theory of Gas,649
77,Liquefaction of Gases & Liquid ,649
100,Common Ion Effect,651
4367,Characterstics of Particles of Matter - Particles of matter attract each other,6472
2516,Introduction to Water Absorption,630
2483,Facilitated Diffusion,630
815,Huma Eye: Accommodation (OLD NCERT),713
165,Density & Packing Fraction,659
2549,Biochemical Evidences  ,718
2194,Plant Water Relations: Reverse Osmosis & Water Potential,630
4368,States of Matter,6472
819,Inner Ear: Vestibular Apparatus (OLD NCERT),713
496,Taxonomical Aids: Part 1 (OLD NCERT),622
171,Concentration Terms & Henry's Law,660
1045,Raoult's Law,660
497,Taxonomical Aids: Part 2 (OLD NCERT),622
433,Motional emf,696
434,Self - Inductance,696
439,AC vs DC,697
440,RMS & Average Values,697
441,Different Types of AC Circuits,697
4369,States of Matter - The solid state,6472
451,Reflection at Spherical Surface,699
452,Refraction at Plane Surface,699
4370,States of Matter - The liquid state,6472
141,Aliphatic Hydrocarbon - Methods of Preparation,657
143,"Alkanes, Alkenes and Alkynes - Conformations and Hybridisation",657
147,"Aromatic Hydrocarbons - Benzene - Structure, Preparation & Chemical Reactions",657
4371,States of Matter - The gaseous state,6472
4372,Can Matter Change its State?,6472
4373,Can Matter Change its State? - Effect of change of temperature,6472
4374,Can Matter Change its State? - Effect of change of pressure,6472
265,"Polymers: Natural & Synthetic, Biodegradable & Non Biodegradable",673
230,Ligands,667
237,Werner’s Theory,667
254,Amines - Preparation & Properties,671
255,"Identification of Primary, Secondary & Tertiary Amines",671
257,"Diazonium Salts: Preparation, Properties & Uses",671
1044,Mechanism,671
553,General Introduction: Vertebrates & Agnatha,706
4375,Evaporation,6472
2582,Co-ordinate geometry,676
388,Coulomb's Law,691
443,Transformer,697
411,Kirchoff's Current Law,693
419,Force between Current Carrying Wires,694
421,Magnetic Moment,694
210,"Group 17 - Preparation, Properties & Uses",665
450,Properties of EM Waves,698
164,"Voids, Radius Ratio & Coordination Number",659
263," DNA, RNA & Metal Ions",672
453,Total Internal Reflection,699
455,Lenses,699
458,Simple & Compound Microscope,699
459,Telescope,699
168,Introduction & Colligative properties,660
462,Superposition Principle,700
166,Imperfections in Solids & Semiconductors  ,659
215,"Group 15 - Preparation, Properties & Uses",665
212,"Group 16 - Preparation, Properties & Uses",665
4376,Evaporation - Factors affecting evaporation,6472
4377,Evaporation - How does evaporation cause cooling?,6472
4378,What is a Mixture?,6473
4379,What is a Mixture? - Types of mixtures,6473
4380,What is a Solution?,6473
4381,What is a Solution? - Concentration of a solution,6473
4382,What is a Solution? - What is a suspension?,6473
4383,What is a Solution? - What is a colloidal solution?,6473
4384,Physical and Chemical Changes,6473
4385,What are the Types of Pure Substances?,6473
4386,What are the Types of Pure Substances? - Elements,6473
4387,What are the Types of Pure Substances? - Compounds,6473
4388,Laws of Chemical Combination,6474
4389,Laws of Chemical Combination - Law of conservation of mass,6474
4390,Laws of Chemical Combination - Law of constant proportions,6474
4391,What is an Atom?,6474
4392,What is an Atom? - What are the modern day symbols of atoms of different elements?,6474
4393,What is an Atom? - Atomic mass,6474
4394,What is an Atom? - How do atoms exist?,6474
4395,What is a Molecule?,6474
4396,What is a Molecule? -  Molecules of elements,6474
4397,What is a Molecule? - Molecules of compounds,6474
4398,What is a Molecule? - What is an ion?,6474
4399,Writing Chemical Formulae,6474
4400,Writing Chemical Formulae - Formulae of simple compounds,6474
4401,Molecular Mass,6474
4402,Molecular Mass - Molecular mass,6474
4403,Molecular Mass - Formula unit mass,6474
4404,Charged Particles in Matter,6475
4405,The Structure of an Atom,6475
4406,The Structure of an Atom - Thomson's model of an atom,6475
4407,The Structure of an Atom - Rutherford's model of an atom,6475
4408,The Structure of an Atom - Bohr's model of atom,6475
4409,The Structure of an Atom - Neutrons,6475
4410,How are Electrons Distributed in Different Orbits (Shells)?,6475
4411,Valency,6475
4412,Atomic Number and Mass Number,6475
4413,Atomic Number and Mass Number - Atomic number,6475
4414,Atomic Number and Mass Number - Mass number,6475
4415,Isotopes,6475
4416,Isotopes - Isobars,6475
4417,What are Living Organisms Made Up of?,6437
4418,What is a Cell Made Up of? What is the Structural Organisation of a Cell?,6437
4419,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Plasma membrane or cell membrane,6437
4420,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Cell wall,6437
4421,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Nucleus,6437
4422,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Cytoplasm,6437
4423,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Cell organelles,6437
4424,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Endoplasmic reticulum (ER),6437
4425,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Golgi Apparatus,6437
4504,Animal Husbandry - Cattle farming,6442
574,Tissue: Introduction & Classification (OLD NCERT),626
442,LC Oscillations (OLD NCERT),697
2384,Taxonomical Aids (OLD NCERT),622
1011,Mineral Cycling & Ecosystem Services (OLD NCERT),642
989,Adaptations (OLD NCERT),641
988,Response of Organisms to Abiotic Factors (OLD NCERT),641
987,Abiotic Factors: Light & Water (OLD NCERT),641
986,Abiotic Factors: Temperature (OLD NCERT),641
943,Impact: Green Revolution (OLD NCERT),638
949,Animal Husbandry (OLD NCERT),638
947,Single Cell Protein (OLD NCERT),638
946,Plant Breeding for Quality (OLD NCERT),638
945,Insect & Pest Resistance (OLD NCERT),638
539,General Account of Angiosperms (OLD NCERT),624
540,Life Cycle Patterns in Plants (OLD NCERT),624
593,Secondary Growth in Root (OLD NCERT),626
591,Activity of Secondary Xylem (OLD NCERT),626
427,Earth's Magnetism (OLD NCERT),695
604,Cockroach: Structure of Thorax,707
605,Cockroach: Abdomen,707
606,Cockroach: Digestive System,707
608,Cockroach: Circulatory System,707
610,Cockroach: Excretory System,707
611,Cockroach: Nervous System,707
612,Cockroach: Compound Eye,707
613,Cockroach:Male Reproductive System,707
430,Curie's Law and Hysteresis (OLD NCERT),695
492,Metabolism and Consciousness as Criterion for Being Living (OLD NCERT),622
491,Reproduction as Criterion for Being Living (OLD NCERT),622
321,Rolling Motion (OLD NCERT),681
365,Maxwell Distribution Curve (OLD NCERT),688
3045,METABOLIC BASIS FOR LIVING (OLD NCERT),628
4426,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Lysosomes,6437
4427,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Mitochondria,6437
4428,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Plastids,6437
4429,What is a Cell Made Up of? What is the Structural Organisation of a Cell? - Vacuoles,6437
4430,Cell Division,6437
4431,Are Plants and Animals Made of Same Types of Tissues?,6438
4432,Plant Tissues,6438
4433,Plant Tissues - Meristematic tissue,6438
4434,Plant Tissues - Permanent tissue,6438
4435,Plant Tissues - Simple permanent tissue,6438
4436,Plant Tissues - Complex permanent tissue,6438
4437,Animal Tissues,6438
4438,Animal Tissues - Epithelial tissue,6438
4439,Animal Tissues - Connective tissue,6438
4440,Animal Tissues - Muscular tissue,6438
4441,Animal Tissues - Nervous tissue,6438
4442,Describing Motion,6449
4443,Describing Motion - Motion along a straight line,6449
4444,Describing Motion - Uniform motion and non-uniform motion,6449
4445,Measuring the Rate of Motion,6449
4446,Measuring the Rate of Motion - Speed with direction,6449
4447,Rate of Change of Velocity,6449
4448,Graphical Representation of Motion,6449
4449,Graphical Representation of Motion - Distance time graphs,6449
4450,Graphical Representation of Motion - Velocity-time graphs,6449
4451,Equations of Motion,6449
4452,Uniform Circular Motion,6449
4453,Balanced and Unbalanced Forces,6450
4454,First Law of Motion,6450
4455,Inertia and Mass,6450
4456,Second Law of Motion,6450
4457,Second Law of Motion - Mathematical formulation of second law of motion,6450
4458,Third Law of Motion,6450
4459,Gravitation,6451
4460,Gravitation - Universal law of gravitation,6451
4461,Gravitation - Importance of the universal law of gravitation,6451
4462,Free Fall,6451
4463,Free Fall - To calculate the value of g,6451
4464,Free Fall - Motion of objects under the influence of gravitational force of the earth,6451
4465,Mass,6451
4466,Weight,6451
4467,Weight - Weight of an object on the moon,6451
4468,Thrust and Pressure,6451
4469,Thrust and Pressure - Pressure in fluids,6451
4470,Thrust and Pressure - Buoyancy,6451
4471,Thrust and Pressure - Why objects float or sink when placed on the surface of water?,6451
4472,Thrust and Pressure - Archimedes Principle,6451
4473,Work,6452
4474,Work - Not much work in spite of working hard!,6452
4475,Work - Scientific concepttion of work,6452
4476,Work - Work done by a constant force,6452
4477,Energy,6452
4478,Energy - Forms of energy,6452
4479,Energy - Kinetic energy,6452
4480,Energy - Potential energy,6452
4481,Energy - Potential energy of an object at a height,6452
4482,Energy - Are various energy forms interconvertible?,6452
4483,Energy - Law of conservation of energy,6452
4484,Rate of Doing Work,6452
4485,Production of Sound,6453
4486,Propagation of Sound,6453
4487,Propagation of Sound - Sound waves are longitudinal waves,6453
4488,Propagation of Sound - Characterstics of a sound wave,6453
4489,Propagation of Sound - Speed of sound in different media,6453
4490,Reflection of Sound,6453
4491,Reflection of Sound - Echo,6453
4492,Reflection of Sound - Reverberation,6453
4493,Reflection of Sound - Uses of multiple reflection of sound,6453
4494,Range of Hearing,6453
4495,Applications of Ultrasound,6453
4496,Improvement in Crop Yields,6442
4497,Improvement in Crop Yields - Crop variety improvement,6442
4498,Improvement in Crop Yields - Crop production management,6442
4499,Improvement in Crop Yields - Nutrient management,6442
4500,Improvement in Crop Yields - Irrigation,6442
4501,Improvement in Crop Yields - Cropping patterns,6442
4507,Animal Husbandry - Marine fisheries,6442
4508,Animal Husbandry - Inland fisheries,6442
4509,Animal Husbandry - Bee-keeping,6442
4510,Introduction,5313
4511,The Fundamental Theorem of Arithmetic,5313
4512,Revisiting Irrational Numbers,5313
4513,Introduction ,5314
4530,Geometrical Meaning of the Zeroes of a Polynomial,5314
4531,Relationship between Zeroes and Coefficients of a Polynomial,5314
4532,Introduction,5315
4533,Graphical Method of Solution of a Pair of Linear Equations,5315
4534,Algebraic Methods of Solving a Pair of Linear Equations,5315
4535,Substitution method,5315
4536,Elimination method,5315
4537,Introduction ,5316
4538,Quadratic Equations,5316
4539,Solution of a Quadratic Euqation by Factorisation,5316
4540,Nature of Roots,5316
4541,Introduction ,5317
4542,Arithmetic Progressions,5317
4543,nth Term of an AP,5317
4544,Sum of First n Terms of an AP,5317
4545,Introduction ,5318
4546,Similar Figures,5318
4547,Similarity of Triangles,5318
4548,Criteria for Similarity of Triangles,5318
4549,Introduction ,5319
4550,Distance Formula,5319
4551,Section Formula,5319
4552,Introduction ,5320
4553,Trigonometric Ratios,5320
4554,Trigonometric Ratios of Some Specific Angles,5320
4555,Trigonometric Identities,5320
4556,Heights and Distances,5321
4557,Introduction ,5322
4558,Tangent to a Circle,5322
4559,Introduction ,6395
4560,Division of Line Segment,6395
4561,Construction of Tangent to a Circle,6395
4562,Number of Tangents from a Point on a Circle,6395
4563,Areas of Sector and Segment of a Circle,5324
4564,Introduction ,5325
4565,Surface Area of a Combination of Solids,5325
4566,Volume of a Combination of Solids,5325
4567,Introduction ,5326
4568,Mean of Grouped Data,5326
4569,Mode of Grouped Data,5326
4570,Median of Grouped Data,5326
4571,Probability - A Theoretical Approach,5327
4572,Chemical Equations,5384
4573,Chemical Equations - Writing a chemical equation,5384
4574,Chemical Equations - Balanced chemical equations,5384
4575,Types of Chemical Reactions,5384
4576,Types of Chemical Reactions - Combination reaction,5384
4577,Types of Chemical Reactions - Decomposition reaction,5384
4578,Types of Chemical Reactions - Displacement reaction,5384
4579,Types of Chemical Reactions- Double displacement reaction,5384
4580,Types of Chemical Reactions - Oxidation and reduction,5384
4581,Have You Observed The Lights of Oxidation Reactions in Everyday Life?,5384
4582,Have You Observed The Lights of Oxidation Reactions in Everyday Life? - Corrosion,5384
4583,Have You Observed The Lights of Oxidation Reactions in Everyday Life? - Rancidity,5384
4584,Understanding the Chemical Properties of Acids and Bases,5385
4585,Understanding the Chemical Properties of Acids and Bases - Acids and bases in the laboratory,5385
4586,Understanding the Chemical Properties of Acids and Bases - How do acids and bases react with metals?,5385
4587,Understanding the Chemical Properties of Acids and Bases - How do metal carbonate and metal hydrogencarbonates react with acids?,5385
4588,Understanding the Chemical Properties of Acids and Bases - How do acids and bases react with each other?,5385
4589,Understanding the Chemical Properties of Acids and Bases - Reaction of metallic oxides with acids,5385
4590,Understanding the Chemical Properties of Acids and Bases - Reaction of a non-metallic oxide with base,5385
4591,What Do All Acids and All Bases Have in Common?,5385
4592,What Do All Acids and All Bases Have in Common? - What happens to an acid or a base in a water solution?,5385
4593,How Strong Are Acid or Base Solutions?,5385
4594,How Strong Are Acid or Base Solutions? - Importance of pH in everyday life,5385
4595,More About Salts,5385
4596,More About Salts - Family of salts,5385
4597,More About Salts - pH of salts,5385
4598,More About Salts - Chemicals from common salt,5385
4599,More About Salts - Are the crystals of salts really dry?,5385
4600,Physical Properties,5386
4601,Physical Properties - Metals,5386
4602,Physical Properties - Non-metals,5386
4603,Chemical Properties of Metals,5386
4604,Chemical Properties of Metals - What happens when metals are burnt in air?,5386
4605,Chemical Properties of Metals What happens when metals react with water?,5386
4606,Chemical Properties of Metals - What happens when metals react with acids?,5386
4607,Chemical Properties of Metals How do metals react with solutions of other metal salts?,5386
4608,Chemical Properties of Metals - The reactivity series,5386
4609,How do Metals and Non-Metals React?,5386
4610,How do Metals and Non-Metals React? - Properties of ionic compounds,5386
4611,Occurrence of Metals,5386
4612,Occurrence of Metals - Extraction of metals,5386
4613,Occurrence of Metals - Enrichment of ores,5386
4614,Occurrence of Metals - Extracting metals low in the activity series,5386
4615,Occurrence of Metals - Extracting metals in the middle of the activity series,5386
4616,Occurrence of Metals - Extracting metals towards the top of the acitivity series,5386
4617,Occurrence of Metals - Refining of metals,5386
4618,Corrosion,5386
4619,Corrosion - Prevention of corrosion,5386
4620,Bonding in Carbon - The Covalent Bond,5387
